filename,template,has_table,Ref,Date,Objet,Pj,Content,Source,Destination,Copie,Table,source_dept,target_dept
filled/doc_011_tmpl2_SAD-2023-0011.pdf,template-2.pdf,No,SAD/2023/0011,14/11/2023,"Rapport annuel sur le traitement des archives bancaires et
sécurisation des flux.",02 pièces jointes,"Faisant suite à notre inventaire semestriel, nous vous transmettons le
rapport détaillé relatif à l'archivage des dossiers de crédit et des
comptes clôturés. Ce document souligne la nécessité d'une mise à jour
de notre politique de conservation pour se conformer aux nouvelles
exigences réglementaires en vigueur. Nous sollicitons votre validation
pour engager le transfert des documents éligibles vers notre centre de
stockage distant. Restant à votre disposition pour tout complément
d'information lors d'une prochaine réunion de direction.",Service Archives & Documentation,Direction Générale,"Direction Juridique, Direction des Risques",,Service Archives & Documentation,Direction Générale
filled/doc_012_tmpl3_DFD-2024-0012.pdf,template-3.pdf,No,DFD/2024/0012,14/05/2024,"Coordination du programme de formation sur les enjeux réglementaires
et institutionnels.",01 pièce jointe,"Dans le cadre de notre plan de montée en compétences, nous
souhaiterions solliciter votre expertise pour animer un séminaire
dédié aux évolutions du cadre réglementaire bancaire auprès de nos
cadres dirigeants. Il nous semble primordial d'aligner nos programmes
de formation interne avec les orientations stratégiques que vous
portez au niveau institutionnel. Nous vous remercions de bien vouloir
examiner le calendrier proposé en pièce jointe et de nous faire part
de vos disponibilités pour un point de coordination avant la fin du
mois.",Département Formation & Développement,Service Relations Institutionnelles,"Direction des Ressources Humaines, Direction Générale",,Département Formation & Développement,Service Relations Institutionnelles
filled/doc_013_tmpl1_SGRC-2023-013.pdf,template-1.pdf,Yes,SGRC/2023/013,14/11/2023,"Signalement d'anomalies récurrentes sur le logiciel de gestion des
files d'attente en agence.",01 pièce jointe,"Nous avons constaté des dysfonctionnements fréquents sur le module de
gestion des flux clients, impactant directement la fluidité du service
en guichet depuis le début de la semaine. Ces coupures intempestives
de la base de données entraînent des temps d'attente accrus pour notre
clientèle et compliquent la saisie des opérations quotidiennes. Nous
sollicitons une intervention technique rapide de vos équipes pour
rétablir la stabilité du système avant le pic d'affluence prévu ce
week-end. Vous trouverez en pièce jointe le journal des erreurs
système relevées par nos gestionnaires de site.",Service Guichet & Relations Clientèle,Département Informatique & Systèmes,Direction des Opérations,,Service Guichet & Relations Clientèle,Département Informatique & Systèmes
filled/doc_014_tmpl2_DCF-2023-0014.pdf,template-2.pdf,No,DCF/2023/0014,14/11/2023,"Mise à jour des procédures de constitution des dossiers de prêt
immobilier.",01 pièce jointe,"Suite aux récentes évolutions réglementaires, nous vous prions de bien
vouloir adapter la liste des pièces justificatives requises pour les
demandes de prêt immobilier transmises par vos guichets. Il est
désormais impératif de vérifier systématiquement l'authenticité des
avis d'imposition via le portail sécurisé avant toute saisie dans
notre outil métier. Cette rigueur permettra de réduire
significativement les délais d'instruction par nos analystes. Nous
vous remercions par avance de votre collaboration pour garantir la
conformité de nos dossiers.",Département Crédit & Financement,Service Guichet & Relations Clientèle,"Direction des Risques, Direction de l'Audit Interne",,Département Crédit & Financement,Service Guichet & Relations Clientèle
filled/doc_015_tmpl3_AUD-2023-015.pdf,template-3.pdf,Yes,AUD/2023/015,14/11/2023,"Demande d'éclaircissements concernant les dossiers de crédit
immobilier en suspens pour le troisième trimestre.",01 pièce jointe,"Dans le cadre de notre mission d'audit périodique, nous avons relevé
des écarts de conformité dans la documentation relative aux garanties
sur plusieurs dossiers de crédit immobilier. Nous vous prions de bien
vouloir justifier ces anomalies et de nous transmettre les avenants
manquants dans les meilleurs délais. Ces éléments sont indispensables
pour finaliser notre rapport annuel de contrôle interne. Nous restons
à votre disposition pour une réunion de travail afin d'harmoniser nos
procédures de vérification.",Département Audit & Inspection,Département Crédit & Financement,"Direction Générale, Département Conformité",,Département Audit & Inspection,Département Crédit & Financement
filled/doc_016_tmpl1_DG-2024-0016.pdf,template-1.pdf,No,DG/2024/0016,14/05/2024,"Ouverture des négociations annuelles obligatoires et révision des
effectifs cadres.",02 pièces jointes,"Dans le cadre de notre stratégie de développement pour l'exercice en
cours, je vous prie de préparer les états récapitulatifs des effectifs
par collège. Il est impératif d'anticiper les besoins en recrutement
pour les postes stratégiques liés à la transformation numérique de nos
services postaux. Veuillez également organiser une première réunion
préparatoire afin d'aborder les ajustements salariaux prévus dans le
plan de performance 2024. Nous comptons sur votre expertise pour
garantir une conformité totale avec les dispositions conventionnelles
en vigueur.",Direction Générale,Service Ressources Humaines,"Direction Financière, Secrétariat Général",,Direction Générale,Service Ressources Humaines
filled/doc_017_tmpl2_SAD-2023-0017.pdf,template-2.pdf,Yes,SAD/2023/0017,14/11/2023,"Demande d'extraction de données et numérisation des registres
historiques",01 pièce jointe,"Dans le cadre de notre projet de dématérialisation du fonds
historique, nous sollicitons votre assistance pour l'extraction des
métadonnées liées aux archives bancaires de la période 1980-1995. Ces
informations sont cruciales pour assurer l'indexation correcte des
fichiers numérisés au sein de notre nouvelle base documentaire. Nous
vous prions d'étudier la faisabilité technique de cette requête et de
nous indiquer les modalités d'accès au serveur de stockage dédié. Une
rencontre entre nos équipes techniques respectives serait souhaitable
pour définir le format d'exportation requis.",Service Archives & Documentation,Département Informatique & Systèmes,"Direction Générale, Service Juridique",,Service Archives & Documentation,Département Informatique & Systèmes
filled/doc_018_tmpl3_SJC-2023-18.pdf,template-3.pdf,No,SJC/2023/18,24/05/2023,"Procédure de traitement des courriers recommandés faisant l'objet de
contestations juridiques.",01 pièce jointe,"Dans le cadre du renforcement de notre conformité, nous vous prions de
bien vouloir appliquer un traitement prioritaire à tout courrier
recommandé notifié par huissier de justice. Il est impératif que les
avis de réception ainsi que les plis correspondants nous soient
transmis sous 48 heures pour permettre une analyse en temps utile.
Nous vous remercions de sensibiliser vos agents sur la nécessité d'une
traçabilité rigoureuse de ces documents. Ces mesures visent à
sécuriser les délais de réponse devant les juridictions compétentes.",Service Juridique & Contentieux,Service Courrier & Distribution,"Direction Générale, Service Conformité",,Service Juridique & Contentieux,Service Courrier & Distribution
filled/doc_019_tmpl1_SAD-2023-0019.pdf,template-1.pdf,Yes,SAD/2023/0019,14/11/2023,Campagne de numérisation et destruction des dossiers clients clos.,01 pièce jointe,"Dans le cadre de notre projet de dématérialisation, nous procédons
actuellement à l'inventaire des archives physiques conservées dans vos
agences respectives. Nous vous prions de bien vouloir valider la liste
des dossiers clos éligibles à la destruction, conformément à la durée
légale de conservation des documents bancaires. Une fois votre accord
reçu, notre équipe logistique organisera le transfert sécurisé des
documents restants vers nos entrepôts centraux. Nous vous remercions
par avance de votre collaboration pour optimiser l'espace de stockage
au sein de votre réseau.",Service Archives & Documentation,Département Réseau & Agences,"Direction de la Conformité, Direction des Opérations",,Service Archives & Documentation,Département Réseau & Agences
filled/doc_020_tmpl2_SVMP-2024-0020.pdf,template-2.pdf,No,SVMP/2024/0020,14/05/2024,"Note de synthèse relative à l'évolution des transactions SEPA et
déploiement de l'instantanéité.",02 pièces jointes,"Suite aux récentes analyses de volumétrie, nous avons constaté une
croissance soutenue des virements instantanés sur le dernier
trimestre, nécessitant un ajustement de nos capacités de traitement
technique. Nous sollicitons par la présente un arbitrage de la
Direction Générale concernant l'investissement budgétaire alloué à la
montée en charge de notre plateforme de compensation. Les documents
joints détaillent les gains d'efficacité opérationnelle projetés ainsi
que les risques de saturation encourus sans mise à niveau immédiate de
nos serveurs. Nous restons à votre entière disposition pour une
présentation détaillée lors du prochain comité de pilotage financier.",Service Virements & Moyens de Paiement,Direction Générale,"Direction des Systèmes d'Information, Direction Financière",,Service Virements & Moyens de Paiement,Direction Générale
filled/doc_021_tmpl3_DCF-2024-021.pdf,template-3.pdf,No,DCF/2024/021,14/05/2024,"Demande de versement et numérisation des dossiers de crédits clôturés
au titre de l'exercice 2022.",03 pièces jointes,"Dans le cadre de notre campagne annuelle d'épuration des espaces de
travail, nous vous prions de bien vouloir procéder à l'archivage
sécurisé des dossiers de prêts immobiliers ayant atteint leur terme en
2022. Vous trouverez en pièce jointe l'inventaire détaillé des
références concernées par ce transfert vers vos magasins d'archives.
Nous vous remercions de confirmer la réception de ces documents et de
nous indiquer la date de disponibilité des bordereaux de prise en
charge. Ces archives demeurent soumises à la réglementation en vigueur
concernant la conservation des données bancaires.",Département Crédit & Financement,Service Archives & Documentation,"Direction des Risques, Direction Juridique",,Département Crédit & Financement,Service Archives & Documentation
filled/doc_022_tmpl1_SAD-2023-0022.pdf,template-1.pdf,No,SAD/2023/0022,14/11/2023,Procédure de traitement des archives dormantes des agences,02 pièces jointes,"Dans le cadre de la campagne annuelle de rationalisation de l'espace,
nous vous prions de bien vouloir procéder au tri des dossiers clients
inactifs dont la durée légale de conservation est échue. Veuillez
compléter les bordereaux de versement ci-joints avant toute demande de
transfert vers nos centres d'archivage sécurisés. Nous vous rappelons
que tout dossier incomplet ou mal étiqueté sera systématiquement
refusé par nos services de réception afin de garantir la traçabilité
des données bancaires.",Service Archives & Documentation,Département Réseau & Agences,"Direction de la Conformité, Service Logistique",,Service Archives & Documentation,Département Réseau & Agences
filled/doc_023_tmpl2_SAD-2023-0023.pdf,template-2.pdf,Yes,SAD/2023/0023,14/11/2023,"Mise à disposition d'archives historiques pour la campagne du
centenaire.",01 pièce jointe,"Dans le cadre de votre projet de communication pour le centenaire de
notre institution, nous avons sélectionné une série de clichés et
documents comptables datant de 1923. Vous trouverez en pièce jointe
l'inventaire détaillé des éléments numérisés disponibles pour
illustrer vos supports de campagne. Nous restons à votre entière
disposition pour toute recherche complémentaire dans nos fonds
documentaires afin de garantir l'exactitude historique de vos
publications. Merci de bien vouloir nous confirmer la réception de ces
fichiers et l'usage que vous comptez en faire.",Service Archives & Documentation,Service Marketing & Communication,Direction Générale,,Service Archives & Documentation,Service Marketing & Communication
filled/doc_024_tmpl3_DFD-2024-024.pdf,template-3.pdf,Yes,DFD/2024/024,14/05/2024,"Planification des sessions de mise à niveau sur les nouveaux outils de
gestion guichet.",01 pièce jointe,"Dans le cadre de l'optimisation de la qualité de service, nous
organisons une série d'ateliers de formation portant sur les nouvelles
procédures d'encaissement et de gestion des comptes clients. Ces
sessions sont essentielles pour garantir une maîtrise parfaite des
outils déployés le mois dernier par notre institution. Nous vous
prions de bien vouloir libérer les agents désignés selon le planning
ci-joint afin d'assurer la continuité du service au guichet durant
cette période. Nous restons à votre entière disposition pour tout
ajustement nécessaire relatif aux dates proposées.",Département Formation & Développement,Service Guichet & Relations Clientèle,"Direction des Opérations, Direction des Ressources Humaines",,Département Formation & Développement,Service Guichet & Relations Clientèle
filled/doc_025_tmpl1_DG-2024-0025.pdf,template-1.pdf,No,DG/2024/0025,14/05/2024,"Révision des taux de rémunération des livrets d'épargne pour le
prochain trimestre.",01 pièce jointe,"Dans le cadre de la nouvelle stratégie commerciale, nous avons acté
une révision à la hausse des taux de rémunération sur l'ensemble de
nos produits d'épargne réglementée. Je vous demande d'intégrer ces
ajustements dans nos systèmes d'information avant la fin de la semaine
en cours. Une note technique détaillée est jointe à ce courrier pour
vous permettre de configurer les paramètres de calcul selon les
nouvelles directives de la Banque Centrale. Nous comptons sur votre
diligence pour assurer une communication transparente auprès de notre
clientèle dès lundi prochain.",Direction Générale,Service Épargne & Produits Bancaires,"Direction Marketing, Direction Juridique",,Direction Générale,Service Épargne & Produits Bancaires
filled/doc_026_tmpl2_AUD-2024-0026.pdf,template-2.pdf,Yes,AUD/2024/0026,14/05/2024,"Audit de conformité relatif aux taux d'intérêt des comptes d'épargne
réglementés.",01 pièce jointe,"Dans le cadre de notre mission d'audit trimestrielle, nous avons
relevé des écarts dans l'application des taux de rémunération sur
certains produits d'épargne. Nous vous prions d'examiner les anomalies
identifiées dans le tableau ci-joint et de nous transmettre vos
mesures correctives sous huitaine. Il est impératif d'assurer la mise
en conformité des paramétrages système pour éviter tout risque
réglementaire majeur. Nous restons à votre entière disposition pour
toute précision nécessaire concernant ces observations.",Département Audit & Inspection,Service Épargne & Produits Bancaires,"Direction des Risques, Direction Générale",,Département Audit & Inspection,Service Épargne & Produits Bancaires
filled/doc_027_tmpl3_DAI-2024-0027.pdf,template-3.pdf,No,DAI/2024/0027,14/05/2024,"Demande d'avis juridique suite aux irrégularités constatées lors de
l'audit des opérations de crédit du premier trimestre.",02 pièces jointes,"Dans le cadre de notre mission d'audit portant sur la conformité des
dossiers de crédit, nous avons relevé des anomalies procéduraux
significatives concernant la constitution des garanties hypothécaires.
Nous sollicitons votre expertise pour évaluer les risques juridiques
encourus par l'institution ainsi que les mesures correctives à engager
immédiatement. Veuillez nous faire part de vos préconisations afin
d'aligner nos pratiques sur les exigences réglementaires en vigueur.
Nous restons à votre disposition pour toute précision complémentaire
sur les dossiers identifiés.",Département Audit & Inspection,Service Juridique & Contentieux,"Direction Générale, Direction des Risques",,Département Audit & Inspection,Service Juridique & Contentieux
filled/doc_028_tmpl1_SMC-2023-0028.pdf,template-1.pdf,Yes,SMC/2023/0028,14/05/2024,"Mise à jour des formulaires de souscription en ligne pour le
déploiement de la nouvelle offre épargne.",01 pièce jointe,"Dans le cadre du lancement de notre nouvelle gamme de livrets
bancaires, nous sollicitons votre expertise technique pour intégrer
les nouveaux formulaires de souscription sur notre portail client. Il
est impératif que les flux de données soient parfaitement synchronisés
avec notre outil CRM pour garantir un traitement immédiat des
dossiers. Nous vous prions d'examiner le cahier des charges
fonctionnel ci-joint afin de définir le calendrier de mise en
production. Nous restons à votre entière disposition pour une réunion
de cadrage en début de semaine prochaine.",Service Marketing & Communication,Département Informatique & Systèmes,"Direction de la Stratégie Commerciale, Direction des Opérations",,Service Marketing & Communication,Département Informatique & Systèmes
filled/doc_029_tmpl2_DFC-2023-29.pdf,template-2.pdf,Yes,DFC/2023/29,14/11/2023,"Demande d'audit des accès au logiciel de gestion comptable et mise à
jour des paramètres de clôture annuelle.",01 pièce jointe,"Dans le cadre de la préparation des opérations de clôture de
l'exercice fiscal en cours, nous sollicitons une revue approfondie des
droits d'accès utilisateurs sur notre progiciel financier. Il est
impératif de procéder à la désactivation des profils obsolètes et à la
vérification des autorisations de saisie pour les collaborateurs ayant
changé de service. Par ailleurs, nous vous prions de prévoir une
intervention technique pour la reconfiguration des périodes comptables
ouvertes sur le serveur central. Nous restons à votre disposition pour
planifier une réunion de coordination afin de valider ce calendrier
d'intervention.",Département Finances & Comptabilité,Département Informatique & Systèmes,"Direction Générale, Service Audit Interne",,Département Finances & Comptabilité,Département Informatique & Systèmes
filled/doc_030_tmpl3_SCL-2023-0030.pdf,template-3.pdf,No,SCL/2023/0030,24/05/2024,"Signalement d'irrégularités récurrentes sur le centre de tri principal
et demande d'audit sécuritaire.",01 pièce jointe,"Nous avons constaté une augmentation anormale des écarts d'inventaire
sur les colis de haute valeur au sein du centre de tri principal au
cours des trois dernières semaines. Afin de prévenir tout risque de
vol ou de malversation interne, nous sollicitons votre expertise pour
renforcer les mesures de contrôle d'accès et le dispositif de
vidéosurveillance sur la zone de quai 4. Un rapport détaillé des
anomalies relevées est joint à la présente note pour faciliter vos
investigations. Nous restons à votre entière disposition pour convenir
d'une visite de terrain dans les meilleurs délais.",Service Colis & Logistique,Département Sécurité & Prévention,Direction des Opérations,,Service Colis & Logistique,Département Sécurité & Prévention
filled/doc_031_tmpl1_AUD-2023-31.pdf,template-1.pdf,No,AUD/2023/31,24/05/2024,"Audit de conformité des procédures de traitement des colis
internationaux et suivi des anomalies de livraison.",02 pièces jointes,"Dans le cadre de notre mission d'audit annuel, nous avons relevé des
écarts persistants concernant le traitement des colis en zone de
transit international. Nous vous prions de bien vouloir examiner les
anomalies listées en annexe et de nous fournir vos mesures correctives
d'ici la fin du mois. Cette démarche vise à renforcer la sécurisation
des flux logistiques ainsi que la traçabilité des opérations de
dédouanement. Nous restons à votre entière disposition pour toute
précision nécessaire concernant ces points de contrôle.",Département Audit & Inspection,Service Colis & Logistique,"Direction Générale, Service Juridique",,Département Audit & Inspection,Service Colis & Logistique
filled/doc_032_tmpl2_DG-2024-0032.pdf,template-2.pdf,No,DG/2024/0032,14/05/2024,"Révision des conditions d'octroi des crédits immobiliers pour le
second semestre.",02 pièces jointes,"Dans le cadre de l'ajustement de notre politique de risque, je vous
prie d'analyser l'impact de la nouvelle note de conjoncture sur nos
taux de crédit immobilier actuels. Il est impératif que le Département
Crédit & Financement propose une révision des conditions d'octroi pour
le second semestre afin de maintenir la rentabilité de notre
portefeuille tout en maîtrisant le taux de défaut. Veuillez me
transmettre vos projections et recommandations avant le 30 mai
prochain. Une concertation avec les services de la Direction des
Risques sera nécessaire pour valider ces nouveaux paramètres.",Direction Générale,Département Crédit & Financement,"Direction des Risques, Direction de la Conformité",,Direction Générale,Département Crédit & Financement
filled/doc_033_tmpl3_DSP-2024-0033.pdf,template-3.pdf,No,DSP/2024/0033,14/05/2024,"Signalement d'anomalies sur les procédures de contrôle d'accès aux
coffres-forts",01 pièce jointe,"Suite à nos récentes inspections de sécurité, nous avons relevé des
irrégularités récurrentes dans la journalisation des accès aux zones
sécurisées de l'agence centrale. Ces manquements aux procédures
établies pourraient compromettre l'intégrité de nos protocoles de
gestion des valeurs. Nous vous transmettons en pièce jointe le rapport
détaillé des anomalies constatées afin que votre département puisse
diligenter un contrôle interne complémentaire. Nous restons à votre
entière disposition pour une réunion de coordination visant à
renforcer la conformité des processus en vigueur.",Département Sécurité & Prévention,Département Conformité & Contrôle Interne,"Direction des Risques, Secrétariat Général",,Département Sécurité & Prévention,Département Conformité & Contrôle Interne
filled/doc_034_tmpl1_DCCI-2023-0034.pdf,template-1.pdf,Yes,DCCI/2023/0034,14/11/2023,"Mise à jour du référentiel de conformité relatif aux relations avec
les autorités de tutelle.",01 pièce jointe,"Dans le cadre du renforcement de notre dispositif de lutte contre le
blanchiment des capitaux, nous avons procédé à la révision de nos
procédures de reporting auprès des instances régulatrices. Je vous
prie de bien vouloir prendre connaissance du guide actualisé annexé,
qui définit les nouvelles modalités de communication institutionnelle.
Il est impératif que vos services intègrent ces directives afin de
garantir une parfaite traçabilité des échanges avec les autorités
bancaires. Nous restons à votre entière disposition pour toute séance
de travail visant à clarifier ces nouvelles exigences.",Département Conformité & Contrôle Interne,Service Relations Institutionnelles,"Direction Générale, Direction des Risques",,Département Conformité & Contrôle Interne,Service Relations Institutionnelles
filled/doc_035_tmpl2_SVMP-2023-35.pdf,template-2.pdf,Yes,SVMP/2023/35,24/05/2024,"Signalement d'anomalies sur les virements entrants liés aux dossiers
de prêts immobiliers en cours.",01 pièce jointe,"Dans le cadre du rapprochement des flux financiers, notre service a
identifié plusieurs virements entrants dont le libellé ne permet pas
l'imputation automatique sur les comptes de prêts. Nous vous prions de
bien vouloir vérifier les références transmises par les clients
concernés afin de régulariser ces transactions dans les meilleurs
délais. La liste détaillée des opérations en attente de traitement est
disponible dans le fichier joint. Nous restons à votre disposition
pour toute information complémentaire nécessaire au traitement de ces
dossiers.",Service Virements & Moyens de Paiement,Département Crédit & Financement,"Direction de la Conformité, Service Clientèle",,Service Virements & Moyens de Paiement,Département Crédit & Financement
filled/doc_036_tmpl3_DPPP-2023-0036.pdf,template-3.pdf,Yes,DPPP/2023/0036,14/11/2023,"Validation du budget prévisionnel pour l'émission spéciale 'Monnaie et
Patrimoine'.",01 pièce jointe,"Dans le cadre du lancement de notre nouvelle gamme de produits
philatéliques à forte valeur faciale, nous sollicitons votre expertise
pour valider le montage financier associé. Le projet prévoit une série
limitée nécessitant un apport en fonds de roulement spécifique pour
couvrir les coûts de fabrication sécurisée. Nous vous prions
d'examiner le tableau ci-joint détaillant les flux de trésorerie
prévus sur les trois premiers mois d'exploitation. Un retour de votre
part avant le 20 novembre nous permettrait de finaliser le calendrier
de mise en vente auprès de notre réseau d'agences.",Département Philatélie & Produits Postaux,Département Crédit & Financement,"Département Comptabilité, Direction Générale",,Département Philatélie & Produits Postaux,Département Crédit & Financement
